,datetime,open,high,low,close,volume
0,1625097600000,0.0558,0.05589,0.05523,0.05543,49989.6
1,1625101200000,0.05553,0.05621,0.05553,0.05621,67856.1
2,1625104800000,0.05626,0.05626,0.05491,0.05512,91601.5
3,1625108400000,0.05501,0.05517,0.05468,0.05468,43137.8
4,1625112000000,0.05486,0.05507,0.05464,0.05494,17638.9
5,1625115600000,0.05494,0.05518,0.05491,0.0551,49658.9
6,1625119200000,0.055,0.05646,0.05416,0.05416,372399.6
7,1625122800000,0.05427,0.05438,0.05387,0.05399,179572.5
8,1625126400000,0.05399,0.05399,0.0534,0.0535,124833.5
9,1625130000000,0.05365,0.05378,0.05331,0.0534,136643.2
10,1625133600000,0.0534,0.05397,0.05328,0.05388,219625.0
11,1625137200000,0.05397,0.05468,0.05397,0.05468,222823.8
12,1625140800000,0.05452,0.05515,0.05432,0.05484,200584.7
13,1625144400000,0.05484,0.05518,0.05465,0.05476,53182.0
14,1625148000000,0.05473,0.05486,0.05363,0.05405,201280.2
15,1625151600000,0.05409,0.05456,0.05409,0.05452,101385.5
16,1625155200000,0.05434,0.05492,0.05405,0.05473,141297.2
17,1625158800000,0.05473,0.05473,0.05428,0.05471,157161.8
18,1625162400000,0.05474,0.05496,0.0546,0.05464,126225.7
19,1625166000000,0.0548,0.0551,0.05415,0.0545,235656.6
20,1625169600000,0.05459,0.0556,0.05396,0.05473,277097.5
21,1625173200000,0.05492,0.05495,0.05406,0.05471,263796.3
22,1625176800000,0.05489,0.05504,0.05483,0.05483,26015.0
23,1625180400000,0.05482,0.05486,0.05458,0.0548,36894.2
24,1625184000000,0.0548,0.05609,0.05459,0.05592,276045.9
25,1625187600000,0.05592,0.05602,0.05493,0.05499,156094.8
26,1625191200000,0.05492,0.05591,0.05492,0.05576,116355.1
27,1625194800000,0.05576,0.05577,0.0545,0.0545,102840.4
28,1625198400000,0.05446,0.05492,0.05436,0.05464,46201.4
29,1625202000000,0.05458,0.05468,0.0535,0.0535,76558.1
30,1625205600000,0.05348,0.05385,0.05348,0.05379,146361.3
31,1625209200000,0.05379,0.05486,0.05379,0.05486,100678.6
32,1625212800000,0.05486,0.05789,0.05486,0.05582,2243095.9
33,1625216400000,0.0558,0.058,0.05531,0.05621,2146583.7
34,1625220000000,0.05622,0.05634,0.05489,0.05489,448268.0
35,1625223600000,0.0551,0.05694,0.0551,0.05592,983246.0
36,1625227200000,0.05617,0.05809,0.05575,0.0566,1669377.3
37,1625230800000,0.05668,0.05958,0.05667,0.05941,3073571.3
38,1625234400000,0.05957,0.06213,0.0584,0.06022,5307958.9
39,1625238000000,0.06039,0.0606,0.05852,0.05934,2881082.6
40,1625241600000,0.05941,0.0611,0.05935,0.06105,1807574.4
41,1625245200000,0.06091,0.07283,0.06091,0.06776,25386946.6
42,1625248800000,0.0678,0.06895,0.06381,0.065,6640437.5
43,1625252400000,0.06511,0.067,0.06437,0.06566,5033094.1
44,1625256000000,0.06551,0.06599,0.06312,0.06323,3177391.9
45,1625259600000,0.06324,0.065,0.06323,0.06489,1992022.6
46,1625263200000,0.06481,0.06758,0.06351,0.06728,3437992.7
47,1625266800000,0.06719,0.06902,0.06552,0.06878,3968075.7
48,1625270400000,0.0685,0.06916,0.06485,0.06485,2976351.0
49,1625274000000,0.06484,0.06563,0.06455,0.06522,684276.6
50,1625277600000,0.06518,0.06521,0.06372,0.06375,1007542.7
51,1625281200000,0.06375,0.0641,0.06365,0.06385,382463.5
52,1625284800000,0.064,0.06413,0.06344,0.06371,401808.7
53,1625288400000,0.06377,0.06778,0.06368,0.06554,4682537.4
54,1625292000000,0.06573,0.06703,0.06561,0.06566,1582837.1
55,1625295600000,0.06566,0.0667,0.06502,0.0664,1973471.7
56,1625299200000,0.06658,0.071,0.06627,0.0697,8219864.6
57,1625302800000,0.06975,0.0698,0.0673,0.06784,3270124.3
58,1625306400000,0.06784,0.0686,0.06734,0.06737,2490058.1
59,1625310000000,0.06737,0.06785,0.06634,0.06777,1928937.3
60,1625313600000,0.06785,0.06994,0.06755,0.06965,5344680.4
61,1625317200000,0.06965,0.06984,0.06742,0.06752,4319270.4
62,1625320800000,0.06752,0.06809,0.0668,0.06709,1501465.6
63,1625324400000,0.06724,0.06762,0.06567,0.06647,1995115.3
64,1625328000000,0.06665,0.06666,0.065,0.06577,1477793.4
65,1625331600000,0.06584,0.06604,0.06523,0.06543,719672.2
66,1625335200000,0.0655,0.06884,0.0655,0.06696,4327297.2
67,1625338800000,0.06717,0.06789,0.06665,0.06777,591907.7
68,1625342400000,0.06761,0.06793,0.06689,0.06751,1514105.8
69,1625346000000,0.06777,0.06961,0.06702,0.06726,2732617.0
70,1625349600000,0.06731,0.06745,0.06583,0.06697,1485831.3
71,1625353200000,0.06693,0.06857,0.0661,0.06793,782554.1
72,1625356800000,0.068,0.0681,0.0661,0.0661,529974.8
73,1625360400000,0.0661,0.06624,0.0638,0.06424,945266.5
74,1625364000000,0.0642,0.0648,0.06404,0.06478,546904.0
75,1625367600000,0.06477,0.0648,0.06427,0.06435,246934.7
76,1625371200000,0.06446,0.0649,0.0634,0.0634,1079553.9
77,1625374800000,0.0635,0.06531,0.0634,0.06505,1807123.3
78,1625378400000,0.0651,0.0655,0.06404,0.0655,1155797.0
79,1625382000000,0.06536,0.066,0.06526,0.06588,1110799.1
80,1625385600000,0.06588,0.06602,0.06502,0.06519,1752565.4
81,1625389200000,0.06521,0.06555,0.06476,0.06515,684455.6
82,1625392800000,0.06515,0.06573,0.065,0.06568,688784.7
83,1625396400000,0.06566,0.06581,0.06546,0.06577,407495.6
84,1625400000000,0.06579,0.0658,0.06458,0.0648,1022648.0
85,1625403600000,0.0648,0.06533,0.06463,0.06512,719902.3
86,1625407200000,0.06511,0.0658,0.06498,0.06579,817293.7
87,1625410800000,0.06567,0.06579,0.06518,0.06518,739670.9
88,1625414400000,0.06522,0.06569,0.06481,0.06505,1047216.0
89,1625418000000,0.06505,0.06752,0.0647,0.06689,5268778.0
90,1625421600000,0.0671,0.06716,0.0658,0.06589,2200320.8
91,1625425200000,0.06589,0.06636,0.06552,0.06603,698370.9
92,1625428800000,0.06603,0.067,0.06561,0.0667,1001062.6
93,1625432400000,0.0667,0.06703,0.06633,0.06682,1014721.5
94,1625436000000,0.06682,0.06701,0.06666,0.06669,325660.8
95,1625439600000,0.06667,0.06695,0.06653,0.06655,416916.3
96,1625443200000,0.06655,0.06655,0.06518,0.0652,446660.9
97,1625446800000,0.06521,0.06542,0.0638,0.064,501684.6
98,1625450400000,0.064,0.0643,0.06379,0.06414,226446.5
99,1625454000000,0.06406,0.06409,0.06351,0.06365,156195.3
100,1625457600000,0.06365,0.064,0.0634,0.06351,387217.6
101,1625461200000,0.06342,0.06368,0.0628,0.06347,383851.6
102,1625464800000,0.06347,0.06383,0.06312,0.06358,314188.8
103,1625468400000,0.06358,0.06358,0.0627,0.06292,365411.0
104,1625472000000,0.06292,0.06298,0.06266,0.06294,117438.5
105,1625475600000,0.06339,0.06418,0.06317,0.06343,389924.8
106,1625479200000,0.06343,0.06517,0.06343,0.06509,316804.2
107,1625482800000,0.06507,0.06515,0.061,0.061,1169802.9
108,1625486400000,0.06117,0.06233,0.06117,0.06205,378139.4
109,1625490000000,0.0621,0.06266,0.06207,0.06225,515289.7
110,1625493600000,0.06224,0.06225,0.06194,0.06221,168828.7
111,1625497200000,0.06202,0.06223,0.06136,0.06152,259269.7
112,1625500800000,0.06157,0.06208,0.06157,0.06187,203152.8
113,1625504400000,0.06179,0.06309,0.06085,0.06197,720028.8
114,1625508000000,0.06222,0.06351,0.06222,0.06298,582215.3
115,1625511600000,0.06312,0.06356,0.063,0.06356,321751.8
116,1625515200000,0.06367,0.06402,0.06225,0.06276,472997.9
117,1625518800000,0.06254,0.06303,0.06235,0.0628,357946.0
118,1625522400000,0.06279,0.06302,0.06273,0.06273,188290.8
119,1625526000000,0.06273,0.06317,0.06216,0.06236,214359.0
120,1625529600000,0.06217,0.06326,0.06217,0.06306,92694.9
121,1625533200000,0.06306,0.0631,0.0623,0.0623,237429.7
122,1625536800000,0.06238,0.06271,0.06238,0.06271,236584.7
123,1625540400000,0.06289,0.06302,0.06276,0.06291,91750.1
124,1625544000000,0.06291,0.06492,0.06291,0.06413,1001031.3
125,1625547600000,0.06428,0.06615,0.06428,0.06478,1887069.5
126,1625551200000,0.06493,0.06551,0.06455,0.06473,782434.3
127,1625554800000,0.06473,0.06531,0.06473,0.06515,256427.1
128,1625558400000,0.06515,0.0667,0.06462,0.06587,705724.5
129,1625562000000,0.06594,0.0668,0.06357,0.0642,1242025.0
130,1625565600000,0.06439,0.06439,0.06283,0.06318,571563.9
131,1625569200000,0.06317,0.0644,0.06268,0.0642,426190.1
132,1625572800000,0.0642,0.06523,0.0634,0.06523,753042.2
133,1625576400000,0.06523,0.06523,0.06365,0.06433,440798.1
134,1625580000000,0.06439,0.06468,0.0636,0.06405,497517.7
135,1625583600000,0.06388,0.0639,0.06315,0.0635,368187.8
136,1625587200000,0.0635,0.06439,0.06311,0.0637,538929.9
137,1625590800000,0.06373,0.06375,0.0626,0.0631,612894.8
138,1625594400000,0.06311,0.06393,0.0631,0.06358,263216.3
139,1625598000000,0.06357,0.0639,0.06334,0.06364,267210.5
140,1625601600000,0.06367,0.06376,0.06284,0.0629,278874.6
141,1625605200000,0.06288,0.06301,0.06266,0.06296,145721.3
142,1625608800000,0.06319,0.06459,0.06319,0.0645,396430.8
143,1625612400000,0.06455,0.06511,0.06453,0.06492,249649.2
144,1625616000000,0.06517,0.06546,0.06469,0.06507,196076.0
145,1625619600000,0.06524,0.06538,0.06397,0.06405,2029035.2
146,1625623200000,0.06418,0.06423,0.06357,0.06405,143635.2
147,1625626800000,0.0641,0.0646,0.0641,0.06443,121990.8
148,1625630400000,0.06459,0.0667,0.06446,0.06609,710858.6
149,1625634000000,0.06609,0.06622,0.0653,0.06585,422617.6
150,1625637600000,0.06573,0.06609,0.06539,0.06593,384089.9
151,1625641200000,0.06593,0.0679,0.06593,0.06724,1248981.4
152,1625644800000,0.06724,0.06798,0.06704,0.06794,581976.4
153,1625648400000,0.06794,0.068,0.06726,0.06746,587977.1
154,1625652000000,0.06734,0.06759,0.0662,0.06645,452466.0
155,1625655600000,0.06647,0.06767,0.06647,0.06717,393831.0
156,1625659200000,0.06717,0.06739,0.06639,0.06671,491469.4
157,1625662800000,0.06674,0.06732,0.06667,0.06731,341853.3
158,1625666400000,0.0673,0.06742,0.06689,0.06689,479875.3
